Sentence,start_time,end_time,wav_file,emotion,val,act,dom
Is this a joke?,28.29,34.1425,Ses01F_impro05_M007,neu,3.5,2.5,2
Yeah.,34.7,36.52,Ses01F_impro05_M008,neu,3,2.5,2
"No, no.",36.91,42.76,Ses01F_impro05_M009,neu,2.5,2.5,2
"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",43.86,49.97,Ses01F_impro05_M010,neu,2.5,2.5,2
"No, no.  This is real.",49.97,70.26,Ses01F_impro05_M011,neu,2.5,2.5,2
So you'll give me money and then I'll get my bag?,70.38,73.14,Ses01F_impro05_M012,neu,2.5,2,1.5
"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",73.55,74.99,Ses01F_impro05_M013,neu,2.5,2,1.5
this is the only track record that we have and if it's not listed here then it's probably not anywhere.,75.03,76.48,Ses01F_impro05_M014,neu,2.5,2.5,1.5
"You're kidding me, this is a joke.",80.22,83.2425,Ses01F_impro05_M015,neu,2.5,2,1.5
"Once again, I'm really- I'm really sorry.",85.72,93.9575,Ses01F_impro05_M016,neu,2.5,2.5,2
Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value  it can't be replaced like that.  It was incredibly expensive.,94.005,100.4,Ses01F_impro05_M017,neu,2.5,2.5,2.5
Yes.,100.55,103.68,Ses01F_impro05_M018,xxx,3,3.5,2.5
I know.,111.28,112.81,Ses01F_impro05_M019,neu,2.5,2,2
We flew in from Paris.  I've been shopping for three weeks.,118.04,119.37,Ses01F_impro05_M020,neu,2.5,2,2
"I'm very sorry.  But if you see the sign that's right behind me here, it spells it out really clearly that we are not held liable--",121.19,129.23,Ses01F_impro05_M021,xxx,2.5,2.5,1.5
I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,131.02,133.25,Ses01F_impro05_M022,neu,2.5,2,2
Okay. Calm-,136.19,143.5,Ses01F_impro05_M023,neu,2.5,3.5,2.5
"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",144.85,151.16,Ses01F_impro05_M024,neu,2.5,3,2.5
Do you understand who my husband is?,151.335,152.71,Ses01F_impro05_M025,neu,2.5,2.5,2
"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",152.8325,158.58,Ses01F_impro05_M026,neu,2.5,2.5,2.5
"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",159.66,161.37,Ses01F_impro05_M027,neu,2.5,2.5,2
Oh-Oh.  It's a gift.  You're-You're helping me out here?,163.25,166.99,Ses01F_impro05_M028,neu,2.5,2.5,2
It's a gift.,167.15,173.63,Ses01F_impro05_M029,neu,2.5,2.5,2.5
"You know, the airlines can not be held responsible for every bag of luggage that comes through here.",173.7325,178.2625,Ses01F_impro05_M030,neu,3,2.5,2
You are cruising for a bruising.  You are in so much trouble.,178.59,180.87,Ses01F_impro05_M031,neu,3,2.5,2.5
With the amount of--,183.14,189.3875,Ses01F_impro05_M032,sur,3,2.5,2
Who's in charge?  Who is the president of Jet Blue?,190.23,196.9,Ses01F_impro05_M033,sur,2.5,3,2
"Um, actually, I don't know. I don't know. Oh really?",198.66,205.17,Ses01F_impro05_M034,neu,2.5,2.5,2.5
Because I probably know him.,205.63,211.94,Ses01F_impro05_M035,neu,2.5,2,1.5
Yeah.,5.02,6.85,Ses01M_impro03_F000,xxx,3.5,3,2.5
Well then maybe you can just call him and he can give you more money.  But right now all I can do--,10.79,12.08,Ses01M_impro03_F001,sur,4,3.5,3
"I don't want money, I want my clothes.",12.37,13.7468,Ses01M_impro03_F002,exc,2.5,3,3
"Right now all I can do is just give you this fifty dollars, I'm really sorry.",16.19,17.7425,Ses01M_impro03_F003,exc,3.5,3,3
What's your name?,19.6,22.1975,Ses01M_impro03_F004,exc,4,3.5,3.5
Oh.  My name is Sean. Hi.,26,33.21,Ses01M_impro03_F005,exc,4.5,4.5,4
Sean.  Great. Do you have a badge number or something?,35.5,39.235,Ses01M_impro03_F006,exc,4,4.5,4.5
"Badge number?  Uh, no.  You can just take my employee number I guess.",39.45,43.78,Ses01M_impro03_F007,exc,5,4,4.5
Okay.  I'll do that.,47.32,54.52,Ses01M_impro03_F008,exc,4,3.5,4
Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.,55.9325,59.71,Ses01M_impro03_F009,exc,4,3.5,3
I don't think you have done everything you could do because I don't have my bag here yet.,61.1325,72.19,Ses01M_impro03_F010,exc,3.5,4.5,4
"If you want, you can write a letter.  I can give you the address. Yes.  An angry--",72.4875,80.9,Ses01M_impro03_F011,exc,4.5,3.5,4
A letter? I'll make a personal phone call.,80.93,88.45,Ses01M_impro03_F012,exc,4,3.5,4
"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...",90.11,91.84,Ses01M_impro03_F013,exc,4.5,3.5,4
The craziest thing just happened to me.,92.87,96.13,Ses01M_impro03_F014,exc,4.5,4,4
What?,97.35,103.9875,Ses01M_impro03_F015,exc,4.5,4.5,4.5
This girl  she just offered me fifty thousand dollars to marry her.,104.6375,109.06,Ses01M_impro03_F016,exc,4.5,4,4
[BREATHING],113.79,116.7,Ses01M_impro03_F017,neu,3,2,2.5
Yeah.,117.21,118.47,Ses01M_impro03_F018,neu,3.5,2.5,3
Why?,120.03,123.64,Ses01M_impro03_F019,exc,4,4,3.5
"Well, she's not a citizen so she wants to get a visa.",123.96,125.74,Ses01M_impro03_F020,exc,4,3,2.5
Is she on the run?,128.06,131.59,Ses01M_impro03_F021,neu,3.5,3,3.5
"No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.",132.16,136.15,Ses01M_impro03_F022,exc,4.5,4,3.5
"Oh, she just needs to marry you.",136.29,144.07,Ses01M_impro03_F023,exc,4,4.5,4
That's incredible. That's awesome. Where's she from?  Maybe you can get a dual citizenship.,144.61,146.41,Ses01M_impro03_F024,exc,4,3,3
That's like twenty five thousand dollar a year for doing nothing. Isn't that awesome?,147.17,150.845,Ses01M_impro03_F025,exc,4,3.5,3
"She's actually from England, I think.  Well she- she spoke English but she had an accent. I didn't even ask.",151.26,153.9075,Ses01M_impro03_F026,exc,4,3.5,3.5
That's so cool. Uh huh.,2.92,5.56,Ses01M_impro03_M000,exc,4,3,2.5
[LAUGHTER] Why did she pick you? Where were you?,6.31,11.57,Ses01M_impro03_M001,exc,3.5,3.5,3
"Fifty thousand dollars. Fifty thousand dollars. I was just out... I just... she's - well, she's a friend of friend but like...",11.7,12.98,Ses01M_impro03_M002,xxx,3.5,2.5,2.5
You were at a party? And she's like hey. You seem unattached she's like.,13.26,16.87,Ses01M_impro03_M003,neu,3.5,2.5,2.5
"Yeah.  Can you believe that? Yeah, she's like hey, I'm like sure I'll do it, I don't care. Yeah. I'm like fifty thousand dollars, I'd totally do it for fifty thousand dollars. But the only thing is that's kind of like illegal. So like I could go to jail probably for a long if I get caught, but...",17.28,26.54,Ses01M_impro03_M004,exc,3.5,4,4
That's unbelievable... Yeah.,26.6,30.79,Ses01M_impro03_M005,exc,4.5,4.5,4
Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...,32.05,39.5125,Ses01M_impro03_M006,neu,4,4,3
Have you?,39.5775,47.66,Ses01M_impro03_M007,exc,5,4.5,4.5
It's like I'm really going to get married. We'll have like the whole thing.,48.08,63.1475,Ses01M_impro03_M008,exc,4,4,3.5
"Oh, good. [LAUGHTER]",63.635,64.95,Ses01M_impro03_M009,xxx,3.5,2.5,2.5
"Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money",70.95,73.63,Ses01M_impro03_M010,exc,4,4,3.5
I know. What do you think I should-,73.67,75.96,Ses01M_impro03_M011,exc,4.5,4,3.5
"Like make her rent the apartment that you two have to live together in, you know. And you won't pay any rent or you pay like, a hundred bucks a month or something.",80.76,82.48,Ses01M_impro03_M012,exc,4,3,3
Oh good idea.,84.5075,86.66,Ses01M_impro03_M013,exc,4,2.5,3
Yeah.  Make her like open the bank account and stuff too.,87.42,90.96,Ses01M_impro03_M014,neu,3,3,3
Yeah.,91.37,93.47,Ses01M_impro03_M015,exc,3.5,2.5,3
It's a good idea.,94.77,98.7,Ses01M_impro03_M016,exc,4.5,4,3.5
"Dude, you lucked out.",103.1,114.43,Ses01M_impro03_M017,exc,4,4,3
I know.  Also I get to like plan the wedding now too. That will be fun.,115.84,117.89,Ses01M_impro03_M018,neu,3,2,2.5
"Yeah.  My colors are blush and beige what is it, do you know?",117.98,121.76,Ses01M_impro03_M019,exc,3.5,3,2.5
"Something blue, something new, something... no I don't know. [LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?",121.83,125.14,Ses01M_impro03_M020,exc,3.5,3,3.5
Oh I don't know. [LAUGHTER],125.32,134.0075,Ses01M_impro03_M021,neu,3.5,3,3.5
I don't know get it in cash.,135.66,145.44,Ses01M_impro03_M022,exc,3.5,4.5,4
Just cash hardcore.,145.97,150.51,Ses01M_impro03_M023,exc,4.5,3.5,3.5
Yeah.,150.58,152.04,Ses01M_impro03_M024,exc,4,3,3
What should we do?  Where should we get married? We should have party.,152.1,153.25,Ses01M_impro03_M025,xxx,4,2.5,3
How exciting. You should have a wedding on the beach.,3.95,10.59,Ses01F_impro07_F000,exc,5,5,4.5
"Yeah, like a big like- A wedding on the beach, that would be nice.",11.36,16.5575,Ses01F_impro07_F001,xxx,4,4.5,3.5
"Yeah, at night.",19.61,31.65,Ses01F_impro07_F002,exc,4,4,3
And then we can honeymoon.  I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.,32.52,34.9,Ses01F_impro07_F003,exc,4.5,4.5,4.5
"Oh yeah, absolutely, absolutely.",37.1625,42.49,Ses01F_impro07_F004,exc,3,3.5,3
How exciting.  You should make her bring all your friends too.,42.955,45.885,Ses01F_impro07_F005,exc,5,4.5,4.5
I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.,46.28,55.41,Ses01F_impro07_F006,xxx,4.5,4,3.5
[GARBAGE] She's got to be loaded.  fifty thousand dollars.  That's incredible.,63.02,72.75,Ses01F_impro07_F007,xxx,4,4,3.5
Incredible.,73.505,80.78,Ses01F_impro07_F008,xxx,4,3,3
I'm going to marry a blue blood. [LAUGHTER],81.0275,83.305,Ses01F_impro07_F009,exc,4,3,2.5
"you're a lucky, lucky, lucky man.",84.51,88.31,Ses01F_impro07_F010,exc,5,4.5,4
Will you help me plan?,89.56,94.815,Ses01F_impro07_F011,xxx,4,3.5,3
"Oh, totally. Yeah.",94.86,100.74,Ses01F_impro07_F012,exc,4.5,4,3.5
Good.,103.26,110.46,Ses01F_impro07_F013,exc,4.5,4,4
Did you get the letter?,115.68,126.41,Ses01F_impro07_F014,xxx,4,3.5,3.5
"Yes.  There's a big envelope it says, you're in. I know.",127.43,130.3175,Ses01F_impro07_F015,xxx,4.5,4,3
Yeah. That is so awesome.,133.3125,142.3625,Ses01F_impro07_F016,exc,4.5,3.5,3
Did you-,2.97,4.78,Ses01F_impro07_M000,exc,3.5,3,2
Oh my God. What are you going to do? [LAUGHTER],7.5325,11.96,Ses01F_impro07_M001,exc,4.5,4.5,4
So I have to move back to the ghetto but...I know.,13.92,19.09,Ses01F_impro07_M002,exc,4.5,4,4
"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly.",20.68,28.06,Ses01F_impro07_M003,exc,4.5,3.5,2.5
"I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that.",30.915,38.81,Ses01F_impro07_M004,exc,4,4,3
"Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?",41.17,46.9975,Ses01F_impro07_M005,exc,4.5,4.5,3.5
"Oh- I know, I know, I know, I know.",47.11,52.8125,Ses01F_impro07_M006,exc,4.5,4.5,3.5
"I don't know.  I spend so much time commuting as it is, I'd rather.",54.16,63.28,Ses01F_impro07_M007,exc,4.5,4.5,4.5
This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.,64.6275,67.24,Ses01F_impro07_M008,exc,4,3,3
I know. We should throw a party.,67.725,74.0325,Ses01F_impro07_M009,exc,3.5,4,3.5
"At Arapaho we could afford that. [GARBAGE]. Yeah.  So what are you doing this summer, though?  You're staying around, too, yeah?",76.62,78.17,Ses01F_impro07_M010,xxx,3.5,3.5,2.5
A rapper party ho. Yeah. Okay.,78.84,81.36,Ses01F_impro07_M011,xxx,3,2.5,2.5
"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",82.6575,87.1025,Ses01F_impro07_M012,neu,3,2.5,3
It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.,87.5875,90.65,Ses01F_impro07_M013,neu,4,2.5,2.5
Yeah.  Big time.,94.29,99.37,Ses01F_impro07_M014,exc,4,4.5,3
Mmhmm. Mmhmm. Yay. So what major?  What are you doing?,99.9875,110.54,Ses01F_impro07_M015,exc,4.5,4,3.5
"Umm. It's...It's uhh...It's Critical Studies. It's a really prestigious program, so they say.",110.54,116.28,Ses01F_impro07_M016,xxx,4.5,4,3
"Oh, okay.",116.28,119.8507,Ses01F_impro07_M017,exc,4,3.5,2.5
Ooh. Fancy.,123.2575,128.04,Ses01F_impro07_M018,neu,4,3,3
Yeah.  I'm not sure.,128.54,141.685,Ses01F_impro07_M019,hap,4.5,4,3
Is this a Masters or a P.h.D.?  Or can you...? Nice,9.0256,11.695,Ses01M_impro04_F000,neu,2.5,2.5,3.5
Umm...P.h.D. [LAUGHTER],13.372,15.225,Ses01M_impro04_F001,xxx,2.5,3,3.5
"That's good.  Don't you have to like teach a class, too, when you do that?",21.3952,23.2492,Ses01M_impro04_F002,neu,2.5,2.5,3
"Um, yeah, yeah.  I'm a TA for two sessions. Mmhmm.",31.256,34.4725,Ses01M_impro04_F003,neu,2.5,2,3
"Teacher. Mrs. Nash, I have a question.",47.75,50.5,Ses01M_impro04_F004,neu,2.5,2.5,2.5
So I get to mold young minds. Mrs.?  That's my mother.,63.33,66.63,Ses01M_impro04_F005,neu,3,2,2.5
You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.,67.45,74.04,Ses01M_impro04_F006,neu,2.5,2,3
"I would be like- Oh. Right, right, right.",74.21,77.53,Ses01M_impro04_F007,neu,3,3,2.5
"Mrs. Nash.  That's so awesome, though.",84.99,87.2706,Ses01M_impro04_F008,neu,3,3.5,3
"Yeah. Yeah I'm excited. Hooray.  And then I'll be a millionaire once I graduate, you understand? Because that's the way it works.",87.29,91.63,Ses01M_impro04_F009,neu,2.5,2.5,3.5
Yay...School's fun.,95.19,103.235,Ses01M_impro04_F010,neu,2.5,3,3.5
"Of course, right.  That's where the real money is, being a student.",104.73,116.885,Ses01M_impro04_F011,neu,2.5,3.5,3.5
Yeah.  Totally. [LAUGHTER],118,119.79,Ses01M_impro04_F012,neu,2.5,3,3.5
That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.,120.22,125.24,Ses01M_impro04_F013,neu,2.5,3,2.5
"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah.",128.79,131.74,Ses01M_impro04_F014,neu,3,2.5,3.5
You seem kind of down.,135.94,138.22,Ses01M_impro04_F015,neu,3,2.5,2.5
I'm just mad.,138.5,139.99,Ses01M_impro04_F016,neu,2.5,2.5,2.5
How come?,141.06,145.04,Ses01M_impro04_F017,neu,3,3,2.5
It's--I've been trying to find this job I can't get any job.,145.21,153.05,Ses01M_impro04_F018,neu,2.5,3.5,3.5
It's not fair.,153.75,157.795,Ses01M_impro04_F019,neu,2.5,3,4
What do you mean?,157.97,160.35,Ses01M_impro04_F020,neu,2.5,3,3.5
"I mean I've been looking for a job for like three years and I can't get a job.  I mean like, it's America, right?  I should be able to get a job.",162.17,164.99,Ses01M_impro04_F021,neu,3.5,2.5,3
There's a lot of people looking for jobs.,166.29,172.94,Ses01M_impro04_F022,neu,3,3,3.5
"I guess.  But three years?  I mean, I like--I went to college even, I mean I didn't finish but I went for like a little bit.  It's not fair, I don't know.",178.1672,181.0057,Ses01M_impro04_F023,neu,4,3.5,3
"I don't know, I mean, I just don't think...",182.2975,183.86,Ses01M_impro04_F024,fru,4,3,2.5
"I mean I've been sending out my resumes and doing everything I can do but nothing is happening.  You know, it's like I can't and I can't keep living on loans anymore like this.  I'm going to--I mean eventually I'm going to have to pay it back. I'm just kind of freaking out, I don't know.",186.3825,189.6225,Ses01M_impro04_F025,neu,3,3.5,3
Did you ever think it might be your attitude that's...,11.5885,13.5675,Ses01M_impro04_M000,xxx,2.5,2.5,3.5
"What's my--like what do you mean ""my attitude""?",15.05,19.23,Ses01M_impro04_M001,fru,2.5,4,3.5
"I don't know just sometimes you get kind of... No, I'm not saying that.  I just--",19.36,21.4936,Ses01M_impro04_M002,fru,2.5,3,3.5
Do I have an attitude problem?,23.0031,31.9779,Ses01M_impro04_M003,fru,1.5,3.5,4.5
"No, well maybe it's because I'm like frustrated 'cause I can't get a job, you know.",34.1437,46.84,Ses01M_impro04_M004,fru,2.5,4,4
...has anyone ever just said anything like that to you before?,49.91,63.66,Ses01M_impro04_M005,fru,2,4,4.5
"Like it's really hard to like shake that off when you go into like audition a room or whatever, you know what I mean?",65.49,67.92,Ses01M_impro04_M006,xxx,2,4,4
"Right, sure.",69.79,71.78,Ses01M_impro04_M007,xxx,1.5,4.5,4
"But I mean you kind of got to, you got to fake it 'til you feel it, right?",76.39,80.53,Ses01M_impro04_M008,fru,1.5,4.5,4
"I guess I just getting really hard to fake, you know.",80.55,86.09,Ses01M_impro04_M009,fru,2,4.5,4.5
I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.,91.06,95.765,Ses01M_impro04_M010,fru,1.5,3.5,4.5
"Are you hiring? Wait, do you know of a job? Seriously, do you know, like do you know of anything though?  Like, oh please, do you know of anything?",99.19,106.69,Ses01M_impro04_M011,fru,2.5,4,4
No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.,110.43,112.21,Ses01M_impro04_M012,fru,2.5,3,3
Yeah.,116.39,118.58,Ses01M_impro04_M013,fru,1.5,3,4
I come across angry?,119.31,120.59,Ses01M_impro04_M014,ang,2.5,2.5,2.5
No.,124,129.71,Ses01M_impro04_M015,fru,2,4.5,4.5
What?,131.2094,136.86,Ses01M_impro04_M016,fru,2,4,4
"Well, you know a little.  If you were to listen to--",137.35,139.06,Ses01M_impro04_M017,fru,2,3.5,4
"Okay.  You're my friend you can tell me stuff.  You can tell me honestly stuff, okay?  Please.",139.46,147.2,Ses01M_impro04_M018,ang,1.5,5,4.5
I just don't want you to fly off the handle.,148.38,151.84,Ses01M_impro04_M019,xxx,2,4.5,4.5
"Okay, I'm not flying off the handle I don't think I'm flying off the handle here at all.",159.77,161.86,Ses01M_impro04_M020,fru,2,3.5,3.5
You kind of have a short fuse.,161.95,163.61,Ses01M_impro04_M021,xxx,2.5,3.5,3
I have a short fuse?,164.74,166.5275,Ses01M_impro04_M022,fru,2.5,3,3
Yeah.,172.34,178.643,Ses01M_impro04_M023,ang,2,4.5,5
"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it.",182.88,186.445,Ses01M_impro04_M024,fru,2,4,3.5
"Like this, right now we're trying have a conversation.",189.3,190.8275,Ses01M_impro04_M025,neu,4.5,4.5,1
We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.,8.06,11.5914,Ses01M_script01_1_F000,fru,2,1.6667,1.6667
"Well, it's 'cause I can't get a job, okay?",14.4,16.6181,Ses01M_script01_1_F001,sur,2,2.6667,3
[BREATHING],19.2815,23.92,Ses01M_script01_1_F002,sur,2,3.3333,3
I'm not always right I'm just--,29.3349,33.2,Ses01M_script01_1_F003,sur,2.6667,2.6667,2.6667
I can't finish the sentence with you without you jumping in...,39.7634,42.1267,Ses01M_script01_1_F004,sad,2,2,2
